,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2022-01-04 17:00:00,1095.0674,1092.2146,1073.2083,1037.486,988.2976,932.38336,877.05615,829.57043,795.34436,778.46216,780.2959,799.9048,833.96936,875.9807,919.1964,957.6045,987.07526,1005.96106,1016.2301,1021.6935,1026.6749,1034.3097,1046.0067,1058.6941
2022-01-04 18:00:00,1092.4271,1065.5632,1022.2626,968.20966,910.67566,857.5538,815.3794,789.071,781.0446,791.24316,817.07056,854.03577,896.46924,937.0073,970.39856,993.87256,1007.839,1015.28674,1021.16284,1029.4208,1041.8574,1057.0533,1070.7407,1075.7004
2022-01-04 19:00:00,1057.3093,1018.30566,967.11743,911.40735,858.62866,815.4972,786.81683,775.84784,783.3767,807.327,843.0288,884.31287,925.0934,958.98016,982.8241,996.2,1002.0139,1005.17865,1010.9442,1022.1175,1038.3057,1055.1963,1065.5765,1061.5171
2022-01-04 20:00:00,1018.3032,970.9729,917.88354,866.8449,824.14844,794.9048,781.9712,786.6997,807.7975,840.9326,879.8495,918.3345,951.724,975.9915,990.5047,996.96576,999.813,1004.11304,1013.9802,1029.6559,1047.7073,1061.3387,1062.624,1045.9414
2022-01-04 21:00:00,968.214,917.38904,867.7446,826.5273,798.30896,786.01044,790.2342,810.03235,841.9203,879.80383,917.0098,948.4479,971.6926,985.5178,991.5955,993.03955,994.7595,1001.068,1014.02747,1031.0956,1046.4568,1052.3882,1042.2174,1013.4813
2022-01-04 22:00:00,895.08875,844.9502,803.96765,777.95776,769.9069,780.428,807.3085,845.2949,887.08936,924.93396,954.0985,973.14294,983.34534,986.5021,986.72,988.5116,996.1206,1010.28064,1027.3778,1040.2328,1042.1045,1028.8276,998.88306,954.6001
2022-01-04 23:00:00,855.48804,811.1466,780.1041,766.20496,771.33325,794.6975,832.41187,876.77026,919.0882,952.1278,973.37585,983.7792,986.6073,985.2998,984.9464,989.9226,1002.8043,1021.44324,1038.8641,1045.897,1036.2906,1009.1266,967.16907,916.1343
2022-01-05 00:00:00,802.2582,770.0056,756.17334,761.566,784.9784,822.98376,869.38635,915.4425,953.55786,979.32324,992.95386,997.88354,999.11536,1000.94147,1007.071,1018.9335,1034.9474,1048.9817,1053.2623,1041.4313,1011.50555,966.8273,913.6572,859.4559
2022-01-05 01:00:00,775.4348,762.80133,768.80035,791.8085,827.8446,871.27014,914.88696,951.4711,976.5121,989.2353,992.0458,990.05316,989.1996,993.213,1003.1323,1016.6731,1028.6431,1031.7168,1020.2915,992.57965,951.12933,902.1499,853.1881,810.8281
2022-01-05 02:00:00,766.116,772.65497,795.84595,831.85657,874.4428,916.76166,952.20776,976.7381,989.6113,993.61835,992.6819,991.75854,995.48474,1005.1665,1018.3833,1029.0574,1029.9015,1015.1028,983.76953,939.6907,889.6677,841.52795,802.0588,775.2721
2022-01-05 03:00:00,780.54156,808.1957,848.1818,894.3004,938.9481,975.8772,1000.8234,1013.1072,1015.5714,1014.566,1014.86566,1019.42065,1028.9517,1040.2517,1047.238,1042.9368,1022.5166,985.0468,935.18494,880.90625,830.74475,791.4795,767.9846,761.8073
2022-01-05 04:00:00,808.31775,848.7918,895.942,942.91223,983.3257,1013.12195,1030.6274,1037.7672,1038.9382,1040.474,1046.2295,1056.6869,1068.2965,1074.1592,1067.9631,1046.054,1007.96497,956.36926,897.88434,841.3071,795.3363,766.0579,756.83276,766.9853
2022-01-05 05:00:00,841.0962,884.22766,928.852,968.7905,999.78906,1020.17786,1030.5023,1034.2727,1036.0979,1040.9661,1050.9558,1064.3472,1074.8872,1074.2311,1057.5691,1024.6726,978.5036,924.1117,868.4033,818.9612,782.9671,765.13776,767.3999,787.5353
2022-01-05 06:00:00,911.3463,950.879,982.66144,1004.03644,1015.8572,1021.09045,1024.0626,1029.1877,1038.2009,1050.3491,1061.5996,1066.4675,1058.9983,1035.367,996.9858,948.85406,897.4191,849.2672,810.36475,785.2363,777.1687,786.9266,812.8192,849.33624
2022-01-05 07:00:00,944.23755,973.554,992.64514,1001.7663,1004.32904,1004.73206,1007.2577,1014.53253,1025.4525,1035.7815,1039.3037,1031.1243,1008.8031,973.2907,929.56244,883.6355,841.40247,807.7821,787.0791,781.5601,791.95276,816.1898,850.41846,888.19476
2022-01-05 08:00:00,964.8621,984.08655,993.2855,995.3725,995.30316,996.9803,1002.7615,1012.7263,1022.8021,1026.4382,1017.8738,995.07935,959.6243,915.9027,870.78467,830.298,799.1636,780.7426,777.4123,788.9258,813.7559,847.77014,885.5275,920.41144
2022-01-05 09:00:00,975.04895,986.6057,991.0953,992.97327,996.8901,1004.62103,1015.36035,1025.6791,1029.7483,1021.6473,998.5653,962.08923,916.85284,868.6964,824.7362,790.5762,770.4428,766.7668,779.78375,806.11487,841.4636,880.1445,916.5073,945.4144
2022-01-05 10:00:00,986.23004,990.79944,992.68726,997.01996,1006.92725,1021.0387,1034.562,1040.3398,1032.2792,1007.51996,967.66516,918.0518,865.5618,816.50977,777.5364,753.5359,747.99286,761.73444,792.51935,833.79407,878.42255,919.2832,951.41394,972.1843
2022-01-05 11:00:00,992.8336,993.1605,995.719,1003.5058,1016.40576,1030.2849,1038.427,1033.4852,1011.2234,972.4448,922.24194,868.1912,818.2975,778.1823,752.6973,744.81195,756.193,785.53577,828.3164,876.1016,920.7556,955.8365,978.40106,988.7569
2022-01-05 12:00:00,1002.82336,1002.2283,1006.9895,1017.59644,1030.9857,1040.7944,1039.788,1022.7005,988.564,941.13257,887.2539,834.7743,791.3869,762.0424,750.3149,757.5631,783.16003,823.4338,871.8895,919.69977,959.525,986.9242,1000.9759,1004.0764
2022-01-05 13:00:00,1008.9033,1012.3162,1021.61633,1033.306,1041.118,1038.3966,1020.43445,986.6603,940.37415,888.19946,837.5176,794.8187,765.81116,753.8907,760.58624,784.81,822.9774,868.93286,915.1836,954.90814,983.7289,1000.176,1005.68445,1004.6792
2022-01-05 14:00:00,1028.4872,1040.1599,1054.0422,1062.4304,1057.4939,1035.324,996.1654,945.1152,889.4239,837.4236,795.29236,767.36304,756.8539,765.1819,791.1843,830.7584,877.1956,922.3391,959.6034,985.71875,1000.49615,1006.2052,1007.2865,1008.7117
2022-01-05 15:00:00,1051.407,1065.029,1073.862,1069.5945,1047.3248,1007.97144,955.9524,898.8965,844.4242,800.1947,771.3753,760.69684,768.969,794.6156,833.7406,880.1789,926.33936,964.8484,991.31506,1005.38025,1010.0861,1010.40063,1012.0647,1018.4353
2022-01-05 16:00:00,1067.226,1074.2603,1067.762,1043.5645,1002.4021,949.62915,892.3825,838.77057,795.2439,767.2682,757.97687,768.18115,796.1778,837.0089,884.141,930.21765,968.5539,994.8795,1008.8305,1013.1646,1012.93665,1013.4906,1019.4103,1030.7742
2022-01-05 17:00:00,1080.9987,1076.6172,1054.689,1015.8391,964.6453,908.4275,854.5554,809.7822,779.0852,766.09216,772.0264,795.7842,833.4955,878.119,922.59375,960.8899,988.8314,1005.09204,1012.16223,1014.433,1016.8092,1022.80396,1034.0598,1047.0406
2022-01-05 18:00:00,1070.8319,1045.9949,1003.8187,950.155,892.55804,838.9823,795.9601,768.56866,759.6065,769.24896,795.141,833.05994,877.1684,919.7173,955.01196,979.8739,994.31744,1001.23816,1005.781,1012.2656,1023.0853,1037.5575,1051.9362,1058.727
2022-01-05 19:00:00,1037.7513,995.6759,941.71484,883.9862,830.25354,787.4419,760.2722,751.72156,762.4529,789.85376,828.6987,872.55896,915.1094,949.89923,973.963,987.2943,993.29407,997.1572,1004.23096,1016.9758,1034.4008,1051.5608,1060.8326,1054.3733
2022-01-05 20:00:00,1000.7954,950.34705,893.8801,839.9176,795.2649,765.22437,752.62115,758.6152,782.0276,818.12885,860.1749,901.5748,937.2638,962.93024,977.99036,984.43567,987.3403,992.2829,1003.55115,1021.17053,1041.1914,1056.2078,1057.6704,1039.7374
2022-01-05 21:00:00,945.2184,890.3241,837.11816,793.34534,764.0058,752.05164,757.8329,779.84064,814.3971,854.9281,894.5859,928.2565,953.3628,968.5159,975.5409,977.8351,981.02295,989.76166,1005.8326,1025.843,1042.9432,1048.7881,1036.6075,1004.4098
2022-01-05 22:00:00,865.0415,813.2277,772.0818,746.9774,740.9371,754.4171,784.6677,825.49744,868.98914,906.82666,934.539,951.3633,959.0964,960.0565,958.943,960.68225,970.1178,988.08765,1010.189,1027.6453,1031.9734,1018.10547,985.01025,936.67645
2022-01-05 23:00:00,822.20135,777.76526,747.50385,734.71643,741.45337,766.88074,806.8064,852.8838,895.97485,928.49695,948.266,956.7284,957.475,954.44165,953.2088,958.3065,972.7649,994.5919,1016.12634,1026.829,1019.09644,991.3047,946.89905,893.27325
2022-01-06 00:00:00,772.87573,736.9701,718.48193,719.1333,739.21185,775.99994,823.6221,872.7473,914.7635,944.24713,960.73004,966.79626,967.108,966.4959,969.8507,979.82837,996.1174,1013.1609,1022.39685,1015.91846,990.2,947.624,894.4569,838.9416
2022-01-06 01:00:00,728.7843,714.00085,718.25433,740.6281,777.7954,823.95325,871.6787,913.0447,942.7717,959.4846,965.1715,964.96063,965.1275,970.0591,981.0647,995.9762,1009.089,1012.2546,999.36365,968.95935,923.9177,871.005,818.3921,773.0954
2022-01-06 02:00:00,714.61,714.8253,733.12146,766.7689,810.2855,856.4901,898.0756,929.7656,949.46265,958.55084,960.3972,960.41223,964.0675,973.8445,988.23694,1001.8755,1007.0909,996.8206,968.62756,925.3254,873.2168,820.60876,775.0676,741.4689
2022-01-06 03:00:00,718.24164,732.103,762.072,803.667,849.7929,893.01874,926.9533,948.88745,959.4277,962.4783,962.4121,964.3052,972.08545,985.7412,1000.7195,1009.3391,1003.87756,979.91003,938.97845,887.26245,833.10156,784.7394,748.49585,727.45996
2022-01-06 04:00:00,735.47034,768.5079,811.3056,857.12317,898.9439,931.896,953.0992,963.2793,966.0277,967.49646,971.7994,981.0348,993.8578,1004.9929,1007.433,995.47034,966.6472,922.4662,869.2053,815.28516,768.7545,735.34265,718.85693,720.20386
2022-01-06 05:00:00,774.4118,817.5272,863.10895,904.71136,937.80664,960.49426,972.949,978.53784,981.8458,987.68945,997.92163,1011.09314,1021.52673,1021.738,1006.771,975.78503,931.031,877.24,821.38464,771.3972,734.65314,715.9367,717.11957,736.4496
2022-01-06 06:00:00,820.4224,866.36487,906.7822,937.318,956.9769,967.4492,972.437,977.11584,985.0807,997.47345,1011.463,1021.6205,1020.84,1003.95215,970.37244,923.355,868.6086,813.2031,764.32837,728.4709,710.6293,712.9669,734.5122,770.4753
2022-01-06 07:00:00,889.87744,925.5083,949.0657,960.5858,963.77655,963.85583,966.28705,974.64905,988.3811,1003.3551,1012.6581,1009.6008,989.60266,952.5757,903.31055,848.8349,797.08386,755.0626,728.06946,718.96094,728.61487,755.0238,793.94495,838.4238
2022-01-06 08:00:00,913.9306,935.57556,945.74304,947.92883,947.8352,950.02,957.77734,971.5652,987.2509,997.1,993.81976,974.11224,938.7421,892.3595,842.20557,795.01917,756.8093,732.34814,724.85803,734.50867,759.6791,795.9938,837.4773,876.70776
2022-01-06 09:00:00,918.1658,930.49585,933.5483,932.89417,934.99805,943.15485,958.203,977.0185,992.1143,994.40015,978.66187,945.53906,899.87714,848.54126,799.28986,757.90466,729.36835,717.6817,724.56067,747.4627,782.27356,822.9386,862.7377,895.37756
2022-01-06 10:00:00,937.2636,943.33813,944.4789,946.7422,954.7612,968.5288,984.82935,997.1093,998.1793,982.6861,949.8854,903.8192,851.2798,799.6354,756.25336,726.04767,712.7938,718.4044,742.1238,778.7451,821.8181,864.1889,899.9054,924.99664
2022-01-06 11:00:00,957.0436,960.26636,963.91907,972.0038,985.38477,1000.50256,1011.097,1009.76697,991.51636,955.9197,906.6971,850.58276,795.6835,749.0536,716.78796,702.32336,707.74365,732.4306,772.6631,820.6864,868.3916,908.7084,937.51953,953.9559
2022-01-06 12:00:00,953.69885,956.8856,963.6881,975.352,989.5355,1000.6411,1001.8827,987.8127,956.36945,910.393,855.9517,800.5327,751.87976,715.8445,696.9126,697.0288,716.3489,752.0862,798.5233,847.39935,891.23987,924.6278,945.4426,955.1659
2022-01-06 13:00:00,965.6874,973.6858,985.5388,997.556,1003.58545,997.91284,976.7107,939.95123,890.8569,836.01636,783.0323,738.65875,708.4026,695.5896,701.69385,725.5444,763.5954,809.6044,856.3192,897.19885,928.1997,947.9866,957.9205,962.23987
2022-01-06 14:00:00,987.86835,1000.3159,1012.68884,1018.37317,1010.9278,987.3985,948.06616,897.38135,842.02,790.2262,748.61035,721.49945,711.6204,720.04156,745.5744,784.1246,829.3808,873.71265,910.96106,937.99396,954.78723,963.71875,968.7916,974.2338
2022-01-06 15:00:00,1007.8499,1020.88983,1027.5844,1020.96436,997.3673,958.33923,908.4038,854.8406,804.73254,765.18567,740.9166,734.1247,744.966,771.48303,809.6782,853.4551,895.7997,930.2362,953.2793,965.1416,969.24756,970.55383,974.18115,982.6427
2022-01-06 16:00:00,1033.7563,1039.8843,1032.1045,1007.2355,966.6679,915.8357,861.5863,811.6084,771.90454,747.65247,741.61884,754.22644,783.3569,823.8482,869.1787,912.2781,947.1083,970.1461,981.6516,984.69275,984.3779,985.7845,992.79517,1004.8976
2022-01-06 17:00:00,1041.6797,1033.987,1009.9463,971.0014,921.712,868.9404,819.58624,780.16895,755.1142,747.3192,757.1799,782.9983,820.65265,863.385,904.7148,939.2235,963.7011,977.6104,983.84863,986.6809,990.59033,998.2366,1009.8329,1021.136
2022-01-06 18:00:00,1035.8884,1009.9795,968.5253,917.07733,862.6162,812.6736,773.49646,749.9716,744.36884,756.5163,783.828,821.8496,864.63513,904.9491,937.76697,960.3948,973.3502,979.6659,984.3458,991.2556,1002.42163,1016.6367,1029.4849,1033.794
2022-01-06 19:00:00,1004.531,962.822,911.50916,858.287,810.2406,773.5956,752.3312,748.8318,763.0542,792.11,830.7516,872.68585,911.9607,942.90906,963.3666,973.80225,977.963,980.8553,987.4999,999.58716,1015.5856,1030.3806,1036.5955,1027.3354
2022-01-06 20:00:00,963.5995,911.9099,857.8356,809.6139,773.38617,753.3158,750.7994,765.4261,794.40173,832.1554,872.2451,908.98474,938.57153,958.1769,968.4767,972.1503,974.5469,980.8788,994.2317,1012.7251,1030.924,1041.2286,1036.211,1011.9563
2022-01-06 21:00:00,933.6361,878.82544,826.1383,783.5618,756.3155,747.223,756.1942,780.8308,816.3727,855.7178,892.6399,923.0096,945.022,957.6635,963.0414,964.7883,968.725,979.3075,997.4812,1018.78296,1035.9244,1041.0034,1027.7926,994.7063
2022-01-06 22:00:00,889.04395,834.2997,788.3125,757.6722,746.06274,754.4237,780.5947,819.3508,863.16016,903.5072,935.2554,956.82135,969.1559,973.74023,974.68567,976.697,984.92834,1000.9636,1021.49963,1038.742,1044.8135,1034.3273,1004.91156,958.78296
2022-01-06 23:00:00,859.88574,812.0011,776.5,758.00415,759.08984,779.32104,815.11115,859.1673,902.87897,938.4469,962.62103,975.67944,980.35345,979.76135,978.98267,982.5891,994.0403,1012.48083,1031.9551,1043.1542,1038.709,1016.0189,976.5338,925.6006
2022-01-07 00:00:00,813.67395,776.1996,755.269,753.0647,770.0439,803.7213,848.808,896.84595,939.5227,971.1441,990.50336,999.5571,1002.347,1002.9497,1005.82385,1013.6968,1026.7146,1040.4498,1047.6936,1041.1345,1017.1635,977.4509,927.08203,873.1738
2022-01-07 01:00:00,769.7833,748.5788,746.5998,763.4969,796.694,841.0818,889.6961,934.7648,970.2865,993.5027,1005.1289,1009.1319,1011.056,1015.0551,1023.0801,1034.01,1043.8662,1046.1321,1035.3167,1008.8022,967.85547,917.53955,864.5725,815.8295
2022-01-07 02:00:00,746.3577,748.31885,767.82965,801.698,844.4741,889.57556,930.3949,962.14166,982.9764,994.5681,999.7228,1002.87695,1008.7141,1018.9177,1031.52,1041.0874,1040.7913,1024.8717,992.2324,946.3821,893.52356,841.20123,796.50415,764.38715
2022-01-07 03:00:00,739.1356,756.1637,788.29065,830.49567,875.8104,917.5084,950.19794,971.4397,982.02704,986.3688,988.57666,992.88293,1002.2099,1015.29584,1026.9434,1029.9707,1018.37714,989.43005,945.7151,893.4199,840.23376,793.6963,759.94794,742.11914
2022-01-07 04:00:00,769.5133,803.20325,844.95154,888.474,927.7179,958.5337,978.8207,989.613,994.317,998.4241,1005.2008,1015.7056,1027.5958,1035.1643,1032.3656,1015.1938,982.6513,937.00073,884.12244,831.738,787.42163,756.8406,743.5513,747.85645
2022-01-07 05:00:00,810.56006,851.69684,893.82715,931.0638,959.83154,979.13837,990.09845,996.16797,1001.40894,1009.9105,1022.58936,1036.9985,1046.7899,1044.3478,1025.773,991.83704,946.1489,893.95337,841.4608,795.3834,762.2224,746.41473,749.6618,769.89215
2022-01-07 06:00:00,854.36285,896.7189,933.03296,959.17993,974.68884,981.9326,985.09485,989.1719,997.3406,1010.71625,1026.5723,1039.2246,1040.7578,1024.8134,991.0101,943.8523,890.41595,838.199,793.5036,761.2906,745.5246,748.08624,768.3131,801.9064
2022-01-07 07:00:00,889.47345,926.3479,953.2945,969.0442,976.0196,978.5624,981.59985,988.94336,1001.1466,1016.08044,1028.5662,1032.2416,1021.0801,992.3137,948.8719,897.11847,844.9806,799.6558,766.55115,749.01306,748.931,765.74817,796.6964,836.0045
2022-01-07 08:00:00,915.2331,943.14136,959.8391,966.752,968.15247,968.65753,972.5992,982.3412,996.18054,1008.85205,1013.51105,1004.9429,980.7788,942.5923,895.979,847.3687,803.4905,770.0887,751.42554,749.1815,763.34827,791.17444,828.0426,867.315
2022-01-07 09:00:00,928.27386,948.24603,958.29846,961.7435,963.8313,968.4005,978.04456,992.4418,1007.04126,1014.53986,1008.8205,987.6781,952.4573,907.41125,859.3679,814.6021,778.9592,757.00653,751.4141,761.5031,785.206,818.2897,855.4649,890.5021
2022-01-07 10:00:00,955.2282,970.9679,978.55536,982.3198,987.2392,995.63745,1007.6083,1020.23914,1027.4988,1022.54114,1001.7275,965.9131,919.1681,867.6083,818.89923,779.168,753.3228,744.4405,753.2113,776.7069,810.9584,850.4064,889.23047,922.0082
2022-01-07 11:00:00,982.7404,992.45264,998.5935,1005.56836,1015.8603,1027.991,1038.0322,1040.6045,1030.855,1006.07495,966.8434,917.1643,863.37366,812.6297,772.11444,746.53076,738.93823,750.0349,777.78107,816.4408,859.69293,901.1438,935.89343,961.02185
2022-01-07 12:00:00,995.0824,1002.7859,1010.40796,1020.09155,1031.3967,1040.9508,1043.7341,1034.9463,1011.90027,975.4945,929.24207,878.63586,830.22943,789.81824,762.5273,751.1801,757.1055,779.13086,813.8498,854.8456,895.7344,931.1398,957.9686,975.50494
2022-01-07 13:00:00,1019.18866,1028.0077,1039.3555,1051.0608,1058.4325,1056.3345,1040.6157,1010.25867,967.31256,917.3851,866.7486,821.2518,786.2866,765.52954,761.32477,773.49567,799.87476,835.8872,876.1233,914.8862,947.8817,972.5112,988.3373,997.67944
2022-01-07 14:00:00,1029.5671,1041.7852,1055.1882,1064.3762,1062.9031,1046.9066,1015.49194,971.8585,921.28674,871.07715,827.38464,794.73047,776.485,774.37695,788.29456,815.6188,851.66516,890.03186,925.1703,953.47656,973.64703,986.2541,993.7289,999.79614
2022-01-07 15:00:00,1049.228,1063.6361,1073.3177,1071.5629,1053.8794,1020.43445,974.0932,920.6183,866.6992,819.9698,786.0619,768.24426,767.8197,784.0241,814.04285,852.82166,894.0894,931.2557,960.10376,979.40686,990.75195,997.51196,1004.1081,1013.5405
2022-01-07 16:00:00,1053.2083,1064.4863,1066.0691,1052.5233,1022.3186,978.86206,927.6721,875.69714,829.17395,794.21466,774.8671,772.86194,787.70685,816.29987,853.928,894.48584,931.8781,961.05505,980.0255,989.7825,993.9054,996.9336,1003.3733,1014.4442
2022-01-07 17:00:00,1062.8074,1065.9849,1054.9213,1027.8832,987.1243,938.338,887.952,842.3419,806.56604,785.0221,780.0312,791.8181,818.235,854.1749,893.72815,930.85175,960.7149,980.724,991.6959,996.5204,999.4519,1004.2949,1013.7377,1026.3099
2022-01-07 18:00:00,1060.1079,1046.6602,1017.3966,975.6251,926.8206,877.7353,834.52637,802.192,783.93585,781.3939,794.16223,820.0426,854.87177,892.2335,926.73114,954.33417,973.31946,984.3645,990.83167,996.38696,1004.2396,1015.4476,1028.559,1038.2299
2022-01-07 19:00:00,1042.7166,1011.2098,966.63336,915.6597,865.2749,821.9844,790.63293,774.7877,775.6441,792.0266,820.6575,856.84595,895.2606,929.73773,956.4745,973.9219,983.58057,989.21533,995.54297,1005.27454,1018.9374,1033.952,1044.8701,1044.5884
2022-01-07 20:00:00,1018.4994,974.62573,922.37787,869.4728,822.695,787.78864,768.30676,766.34576,781.41833,810.09155,847.01025,886.3563,923.0214,952.187,972.12634,983.4467,989.7388,995.7965,1005.97205,1021.0165,1038.4043,1052.552,1056.3027,1043.7722
2022-01-07 21:00:00,980.0719,929.7112,876.726,828.9778,792.396,771.0884,766.5847,778.8172,805.262,840.6521,878.91327,914.708,944.3136,964.8563,976.72144,982.2159,986.14276,993.37744,1006.89294,1024.9357,1042.362,1051.9576,1046.7653,1023.0887
2022-01-07 22:00:00,910.00525,859.17957,814.561,782.672,767.333,769.8965,789.0463,820.98553,859.6596,897.80493,930.2001,954.2494,969.6549,976.9593,979.43616,981.0832,986.61914,998.3026,1014.6161,1029.674,1036.7034,1030.075,1006.5939,967.17615
2022-01-07 23:00:00,872.6449,824.1272,786.45026,764.64294,761.5166,777.0421,808.3767,849.52795,892.80914,930.8476,959.73444,978.54034,988.78186,992.625,994.4162,998.36206,1007.91547,1022.74524,1038.1802,1046.4341,1041.1587,1019.7632,982.86383,934.4595
2022-01-08 00:00:00,835.4436,795.0065,769.70374,762.20435,773.5316,801.85815,842.8491,889.1532,932.8948,968.0896,992.5541,1007.0058,1014.37305,1017.97375,1022.00275,1029.4005,1040.9026,1053.1576,1059.9077,1054.2202,1032.258,995.0226,946.6538,893.4401
2022-01-08 01:00:00,787.4436,760.7663,753.41235,765.2258,794.1884,835.88007,883.98175,931.21625,971.4272,1001.1512,1020.19165,1031.2665,1038.7257,1046.0161,1055.0437,1065.0361,1072.9036,1073.2754,1061.5688,1035.185,994.67944,944.12866,889.2577,836.7423
2022-01-08 02:00:00,759.89,757.05304,771.74304,801.23895,840.871,884.60425,925.9867,959.8227,983.6301,998.2798,1005.9338,1010.5828,1016.8154,1026.7378,1039.1252,1049.4384,1051.23,1038.395,1009.03784,965.90546,914.53955,862.05884,815.4602,780.064
2022-01-08 03:00:00,757.45435,768.97644,795.77734,833.53485,876.1471,917.2075,951.1395,974.9463,988.6632,995.7212,999.6576,1004.52313,1013.56287,1026.2759,1038.531,1043.7844,1035.76,1010.8366,970.5598,920.4513,867.78265,820.00366,783.35583,761.30634
