datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2022-01-06 13:00:00,941.3336,946.3534,958.98926,994.3158,1017.2809,1013.207,978.7041,945.5336,880.72314,823.95575,771.10614,739.40106,714.4347,703.06024,703.906,719.84766,752.32056,809.51733,879.069,905.2363,921.8019,927.8927,933.14435,936.6907
2022-01-06 14:00:00,945.1957,957.3661,993.80005,1018.5236,1016.7317,981.41833,945.562,878.907,821.23083,769.4684,735.2915,713.1974,700.70776,703.71326,717.6536,750.5055,811.7728,878.6401,902.7704,921.8533,931.02344,939.3069,943.1487,942.84485
2022-01-06 15:00:00,957.75635,992.1367,1017.48975,1016.9764,985.7471,944.6863,878.58154,820.6747,766.91833,732.98376,710.1419,699.08215,700.6256,716.2401,747.8053,811.8985,877.9863,900.74335,915.6919,926.3202,936.32874,941.9137,941.1937,941.561
2022-01-06 16:00:00,992.0222,1017.4819,1017.4819,990.6465,950.3419,882.6334,821.66455,767.54004,733.77826,712.011,702.1224,705.4526,718.62494,751.419,813.6742,880.96375,905.6365,919.89825,925.8838,939.066,947.5929,945.3731,945.6307,956.1843
2022-01-06 17:00:00,1041.1176,1041.1176,1008.60547,964.65234,901.65234,841.7557,782.7407,745.0723,720.79114,709.7277,713.91516,726.5951,758.7294,823.13794,896.81335,922.3573,939.9298,947.93445,955.9363,965.3059,966.04626,965.7929,973.21436,1009.1865
2022-01-06 18:00:00,1063.652,1027.5151,983.5729,926.73236,867.2434,802.2859,753.80743,731.7134,719.5242,721.1858,731.3352,766.7234,828.6302,908.2572,932.84216,954.521,967.6277,976.661,980.7324,987.6255,988.57544,993.55054,1029.4332,1054.5331
2022-01-06 19:00:00,1030.4744,987.3238,933.841,874.051,805.78125,753.63153,732.6585,721.9624,722.72144,732.57605,768.476,830.76025,912.7291,937.4553,956.9335,973.2539,981.48413,984.8423,990.45197,993.8664,1000.4142,1036.2253,1061.0707,1061.0707
2022-01-06 20:00:00,976.76416,921.31793,862.17395,797.3471,755.9879,730.32574,717.41016,719.6484,730.2601,765.7788,826.7774,908.00586,929.58264,943.3864,957.8877,968.41406,973.2317,976.02783,979.0073,990.3592,1031.0624,1055.1394,1055.1394,1043.594
2022-01-06 21:00:00,913.3344,853.86145,799.06006,756.99194,731.12476,715.3242,717.9952,727.9476,761.2818,820.1765,898.0895,921.2254,933.88196,941.0086,949.3407,960.92615,966.4096,968.77734,979.08374,1020.72516,1047.0066,1047.0066,1033.7927,997.9176
2022-01-06 22:00:00,844.2615,790.59863,752.3324,726.59064,717.0953,722.362,732.5829,763.437,825.82745,897.3729,922.2211,934.46045,940.75653,946.53766,957.4298,962.68274,966.6356,976.0001,1009.32214,1034.2826,1036.8235,1016.9022,986.0358,929.4303
2022-01-06 23:00:00,781.6692,743.4891,722.12915,712.96375,718.96515,739.51184,768.9912,829.8352,909.09467,931.23914,944.0718,949.21124,955.5654,964.29724,964.99194,972.30835,983.4011,1014.9645,1031.7383,1031.6544,1002.916,976.7166,918.7156,853.2322
2022-01-07 00:00:00,744.2111,721.37585,713.5201,718.50684,735.2909,776.65137,838.1201,915.53,943.1343,952.7395,956.9154,962.4977,970.8891,971.7997,977.3624,989.8935,1021.18115,1037.4219,1037.9272,1011.775,977.3456,915.6085,849.778,808.3646
2022-01-07 01:00:00,730.6043,722.3556,725.0138,737.0936,770.8931,839.9747,918.5676,943.9967,957.7721,960.2168,968.4695,975.6058,970.20886,975.91724,988.00397,1020.12067,1039.5868,1039.8748,1016.3331,982.6895,915.78,852.6282,812.426,784.27704
2022-01-07 02:00:00,718.4359,722.1531,733.43695,762.368,823.7057,914.3439,940.9342,953.0513,957.63684,963.6699,971.89453,969.25574,973.55164,984.9663,1013.9414,1035.9453,1035.2563,1012.83594,976.6719,916.49207,844.11755,798.9245,769.79816,750.9523
2022-01-07 03:00:00,724.7543,735.6456,763.4494,818.63574,903.7796,937.35156,951.0984,957.4226,967.23267,969.58276,965.7532,973.4767,985.40137,1013.6449,1037.4833,1037.3043,1011.4773,971.43097,911.75006,847.32135,786.1942,758.3629,741.575,730.2478
2022-01-07 04:00:00,736.33826,764.93835,819.5471,897.0304,924.10876,946.9918,958.5769,968.73987,970.1895,971.335,973.44226,984.5056,1012.31177,1035.7815,1036.0442,1011.8572,970.2484,916.7513,858.098,788.8537,749.4231,730.0303,718.9215,722.45874
2022-01-07 05:00:00,786.175,840.6593,917.13025,939.01013,956.7654,973.41907,981.7804,982.7678,983.6032,985.70154,996.6821,1025.2606,1046.5111,1046.6584,1021.65173,983.754,933.46106,877.8716,811.41675,768.8092,741.933,730.6876,732.8627,741.7066
2022-01-07 06:00:00,849.1903,926.79706,946.8537,963.0798,978.9593,990.9579,996.04425,996.8314,997.88403,1007.63806,1036.9117,1058.0549,1058.3203,1028.5677,988.2059,937.6337,885.61865,822.8213,782.8309,751.08185,734.27246,735.4846,743.84625,770.2698
2022-01-07 07:00:00,914.69275,938.23865,955.37885,967.9656,977.17285,987.5264,990.51526,989.8993,1000.09467,1026.6233,1046.5928,1046.2643,1017.9704,982.1813,934.66846,878.675,822.1195,782.0809,751.1796,731.8734,732.4994,740.5188,766.6647,809.5868
2022-01-07 08:00:00,924.9385,941.9706,954.97076,960.91125,965.9442,965.09045,965.5364,976.442,1005.80334,1027.7168,1025.4905,1000.221,969.2838,918.25476,857.25714,806.10614,766.02075,739.8472,723.28577,726.89636,738.94,764.5574,807.1343,873.5172
2022-01-07 09:00:00,944.44916,959.494,965.2637,969.0681,965.0463,965.7487,972.8892,1002.8462,1024.8085,1023.30554,998.5301,970.4122,913.99756,857.38666,795.65784,763.1266,736.2011,720.2392,723.45526,739.78656,768.6067,814.01904,872.1924,896.3455
2022-01-07 10:00:00,967.60376,973.8893,976.941,970.7092,973.4487,982.0852,1013.07446,1035.4719,1035.2112,1009.6666,979.53107,920.28894,857.6381,800.1096,768.5133,743.6343,727.8967,731.07837,742.9113,771.0065,819.1977,882.51965,904.7248,922.8119
2022-01-07 11:00:00,982.7678,984.27136,982.6898,983.8423,988.9181,1022.82983,1045.2924,1045.2924,1021.0187,991.35406,933.5465,872.0928,817.8235,783.9333,756.6252,742.8189,742.543,753.0709,777.89996,825.97253,891.3135,915.0923,930.3307,942.10925
2022-01-07 12:00:00,983.65594,984.6129,988.2953,996.2444,1032.5886,1054.5356,1053.8352,1023.6947,992.24255,932.8398,873.234,816.88135,781.26733,755.9701,742.03876,745.601,752.0447,776.36676,825.6895,887.18195,910.0102,933.5808,947.78345,955.6234
2022-01-07 13:00:00,976.2042,978.2156,989.28723,1031.3757,1051.5598,1047.8031,1014.7903,986.2295,924.4778,866.5638,812.94116,775.7529,751.8729,739.61725,742.4239,750.07,773.9856,819.85706,873.1083,900.0294,926.20496,943.8231,951.1,952.19635
2022-01-07 14:00:00,973.4087,982.6913,1024.0454,1049.8478,1045.2529,1008.8158,978.87976,919.93066,864.32904,809.12805,768.91113,747.05,734.00165,737.0958,745.71094,771.5315,818.9734,867.8782,890.3543,923.5167,940.90967,951.09033,952.1671,950.9096
2022-01-07 15:00:00,966.8959,1008.5458,1034.7296,1033.3706,1002.3506,971.2362,908.6128,850.15857,795.129,755.30316,734.7176,723.55444,724.37756,731.52747,755.70276,810.8971,855.57983,872.06824,902.2395,926.1672,937.97205,943.1089,942.1739,942.3391
2022-01-07 16:00:00,995.7662,1022.3136,1022.3136,1001.37976,969.9359,905.5501,844.04205,790.2081,755.26764,731.9759,720.3541,721.721,728.9124,754.3715,804.0711,845.6202,864.24255,892.7217,910.409,927.6007,933.7478,933.63196,934.90454,942.958
2022-01-07 17:00:00,1041.4066,1041.4066,1022.42114,992.20764,932.58093,874.0529,811.75867,768.6444,748.79175,736.1131,736.8694,742.89294,765.3111,815.536,850.3417,874.27795,906.9928,925.28906,939.82513,949.37634,951.66833,951.58325,958.82855,999.4917
2022-01-07 18:00:00,1059.8948,1027.7784,1001.13306,943.19324,886.56995,823.5653,776.091,752.68384,742.1182,740.0612,747.19836,767.00586,798.4408,852.7577,880.83905,917.2135,937.5793,953.24475,958.76044,968.8313,971.40265,977.39795,1016.03186,1038.5823
2022-01-07 19:00:00,1028.0305,1001.5436,946.59296,891.0204,824.9143,773.7834,751.38715,739.6991,741.9405,747.2616,768.7927,800.2445,853.3961,883.8584,915.0178,937.31433,950.4988,954.9978,960.2483,966.1726,973.7046,1013.5032,1035.9525,1035.9525
2022-01-07 20:00:00,994.9337,944.8043,887.345,828.0746,780.251,753.18964,742.6196,742.53064,748.2578,768.2932,799.20044,857.0143,882.81213,911.7203,936.22424,953.4153,956.92896,960.1979,960.60364,974.08777,1016.87146,1040.9652,1040.8572,1051.7622
2022-01-07 21:00:00,935.72705,880.66547,819.5735,779.49536,756.5901,741.1757,741.71606,746.4116,765.7843,792.8657,848.89014,875.8768,902.42334,918.857,935.5663,944.76624,947.8213,947.9524,958.7218,1005.4355,1032.9266,1032.9266,1046.5942,1023.8918
2022-01-07 22:00:00,879.22797,824.62354,790.2196,761.7112,748.2716,749.5569,755.86273,775.25543,806.73444,866.23804,886.2883,909.9062,928.4003,941.27856,946.2084,957.3943,955.0449,962.7762,1004.48315,1027.5637,1030.0322,1037.7052,1016.28174,963.2378
2022-01-07 23:00:00,817.1904,775.3481,755.33606,741.48773,742.79596,757.1776,778.55975,809.073,866.912,891.10376,925.37067,943.8214,955.86774,959.9843,967.5325,966.9525,975.05133,1011.08765,1032.8938,1032.3177,1028.7032,1011.1212,961.5737,901.6081
2022-01-08 00:00:00,774.8478,754.80005,743.14294,741.01825,748.8245,777.9386,816.0554,873.76666,902.7113,931.43115,951.05963,963.9314,966.8025,972.6659,972.75995,978.81396,1014.2009,1037.0406,1037.4277,1025.8508,1002.52075,952.9021,891.9625,835.536
2022-01-08 01:00:00,763.053,751.6538,749.49207,753.08997,774.66956,818.3854,881.6947,907.2581,940.80725,960.06915,974.3479,977.9022,982.2805,980.4756,987.2893,1019.0559,1042.2029,1043.2634,1029.7462,1005.53595,953.2909,896.36816,836.9377,805.73694
2022-01-08 02:00:00,761.844,761.0642,765.98364,781.3881,816.09326,885.2936,915.2715,946.562,967.022,976.77094,980.8351,983.4192,983.593,990.4989,1022.7525,1047.4199,1047.1794,1038.8425,1011.12634,957.0606,896.68353,837.1109,804.6571,785.08594
2022-01-08 03:00:00,763.79846,769.3748,782.484,811.0486,873.0746,909.4375,944.7623,960.52515,972.8142,977.176,981.9276,983.5513,992.88245,1023.3286,1047.8322,1048.1857,1042.1545,1013.8374,962.45654,898.8651,826.20154,795.2002,771.856,760.19604
2022-01-08 04:00:00,781.66833,793.6056,821.70715,878.79346,906.6682,946.9203,967.9176,979.50287,981.5198,985.0547,985.0547,995.58826,1028.014,1050.0198,1050.5471,1042.5703,1017.4862,966.8158,904.729,829.4164,789.83435,768.2654,757.0051,758.96375
